No,KoreanName,EnglishName,KCD,VCode,Support,PrimarySpecialty,RelatedSpecialties,AllSpecialties,Confidence,Reason
940,니콜라이데스-바라이서 증후군,Nicolaides-Baraitser syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
939,다골성 섬유성 형성이상,Polyostotic fibrous dysplasia,Q78.1,V154,의료비(급여부분),이비인후과,정형외과,이비인후과; 정형외과,중,"이비인후과: ot | 정형외과: 골, dysplasia"
938,"다낭성 신장, 보통염색체열성","Polycystic kidney, autosomal recessive",Q61.1,V264,의료비(급여부분),신장내과,소아청소년과/의학유전학,소아청소년과/의학유전학; 신장내과,중상,"소아청소년과/의학유전학: 염색체 | 신장내과: 신장, kidney"
937,"다낭성 신장, 보통염색체우성","Polycystic kidney, autosomal dominant",Q61.2,V264,의료비(급여부분),신장내과,소아청소년과/의학유전학,소아청소년과/의학유전학; 신장내과,중상,"소아청소년과/의학유전학: 염색체 | 신장내과: 신장, kidney"
936,"다낭성 신장, 영아형","Polycystic kidney, infantile type",Q61.1,V264,의료비(급여부분),신장내과,,신장내과,중상,"신장내과: 신장, kidney"
935,다논 병,Danon disease,없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
934,다발경화증,Multiple sclerosis,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
933,다발경화증 NOS,Multiple sclerosis (of) NOS,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
932,다발계통의 평활근 기능이상 증후군,Multisystemic smooth muscle dysfunction syndrome(MSMDS),없음,V900,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: ot"
931,다발근염,Polymyositis,M33.2,V137,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
930,다발미세이랑증,Polymicrogyria,Q04.3,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
929,다발선천외골증,Multiple congenital exostoses,Q78.6,V242,의료비(급여부분),정형외과,소아청소년과/의학유전학,소아청소년과/의학유전학; 정형외과,중상,소아청소년과/의학유전학: congenital | 정형외과: 골
928,다발선천이상-근긴장저하-발작 증후군,Multiple congenital anomalies-hypotonia-seizures syndrome,없음,V900,의료비(급여부분),신경과,소아청소년과/의학유전학; 이비인후과,신경과; 소아청소년과/의학유전학; 이비인후과,중,"신경과: 발작, seizure | 소아청소년과/의학유전학: 증후군, syndrome, congenital | 이비인후과: ot"
927,다발성 골단 형성이상,Multiple epiphyseal dysplasia,Q77.3,V900,의료비(급여부분),정형외과,,정형외과,중상,"정형외과: 골, dysplasia"
926,다발심 병,Multicore disease,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
925,다중심성 골용해-결정증-관절병증 [MONA],Multicentric osteolysis- nodulosis-arthropathy [MONA],없음,V900,의료비(급여부분),정형외과,,정형외과,중상,"정형외과: 골, 관절, oste"
924,다초점 섬유경화증,Multifocal fibrosclerosis,M35.5,V139,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
923,다초점 운동신경병증,Multifocal Motor Neuropathy,G61.8,V126,의료비(급여부분),신경과,이비인후과; 비뇨의학과,신경과; 이비인후과; 비뇨의학과,중,"신경과: 신경, 신경병, neu, neuropathy | 이비인후과: ot | 비뇨의학과: uro"
922,다케노우치-코사키 증후군,Takenouchi-Kosaki syndrome,없음,V900,의료비(급여부분),이비인후과,소아청소년과/의학유전학; 치과/구강악안면외과,소아청소년과/의학유전학; 이비인후과; 치과/구강악안면외과,중,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 코 | 치과/구강악안면외과: 치"
921,다형핵호중구의 기능장애,Functional disorders of polymorphonuclear neutrophils,D71,V109,의료비(급여부분),신경과,혈액종양내과; 이비인후과,신경과; 혈액종양내과; 이비인후과,중,"신경과: neu | 혈액종양내과: 호중구, neutrop | 이비인후과: ear"
920,단백질C결핍,Protein C deficiency,D68.5,V900,의료비(급여부분),신경과,이비인후과,신경과; 이비인후과,중,신경과: 백질 | 이비인후과: ot
919,단백질S결핍,Protein S deficiency,D68.5,V900,의료비(급여부분),신경과,이비인후과,신경과; 이비인후과,중,신경과: 백질 | 이비인후과: ot
918,단순 수포성 표피박리증,Epidermolysis bullosa simplex,Q81.0,V900,의료비(급여부분),피부과,,피부과,중상,"피부과: 표피, 수포, epiderm"
917,"단신, 시신경 위축 및 펠거-휴엣 이상 증후군","Short stature, optic atrophy and Pelger-Huët anomaly syndrome",없음,V900,의료비(급여부분),안과,신경과; 소아청소년과/의학유전학,안과; 신경과; 소아청소년과/의학유전학,중,"안과: 시신경, optic | 신경과: 신경 | 소아청소년과/의학유전학: 증후군, syndrome"
916,단안증,Cyclopia,Q87.0,V185,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
915,단일심실,Single ventricle,Q20.4,V225,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,"심장내과/소아심장과: 심실, ventric, ven"
914,단일유전자성 홍반성루푸스,Monogenic lupus erythematosus,없음,V900,의료비(급여부분),혈액종양내과,소아청소년과/의학유전학; 류마티스내과/면역내과,소아청소년과/의학유전학; 혈액종양내과; 류마티스내과/면역내과,중,"소아청소년과/의학유전학: 유전 | 혈액종양내과: hem | 류마티스내과/면역내과: 루푸스, lupus"
913,단풍시럽뇨병,Maple-syrup-urine disease,E71.0,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
912,단핵탐식세포의 조직구증,Histiocytoses of mononuclear phagocytes,D76.1,V110,의료비(급여부분),이비인후과,,이비인후과,중상,이비인후과: ear
911,달리 분류되지 않은 사립체 근육병증,"Mitochondrial myopathy, NEC",G71.3,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,내분비대사내과,신경과; 내분비대사내과,중,신경과: myopath | 내분비대사내과: mitochond
910,담관의 폐쇄,Atresia of bile ducts,Q44.2,V181,의료비(급여부분),호흡기내과,,호흡기내과,중상,호흡기내과: 폐
909,당단백질분해의 결손,Defects in glycoprotein degradation,E77.1,V117,의료비(급여부분),신경과,소아청소년과/의학유전학; 이비인후과,신경과; 소아청소년과/의학유전학; 이비인후과,중,신경과: 백질 | 소아청소년과/의학유전학: 결손 | 이비인후과: ot
908,대결절성 부신증식증,Macronodular adrenal hyperplasia,없음,V900,의료비(급여부분),신장내과,내분비대사내과,신장내과; 내분비대사내과,중,"신장내과: 신증, renal | 내분비대사내과: 부신, adrenal"
907,대뇌 크레아틴 결핍 증후군,Cerebral creatine deficiency syndrome,없음,V900,의료비(급여부분),신경과,소아청소년과/의학유전학,신경과; 소아청소년과/의학유전학,중상,"신경과: 뇌, cereb | 소아청소년과/의학유전학: 증후군, syndrome"
906,대뇌-안구-치아-귀-골격 이상 증후군 [CODAS 증후군],Cerebral-ocular-dental-auricular-skeletal anomaly syndrome [CODAS syndrome],없음,V900,의료비(급여부분),안과,신경과; 소아청소년과/의학유전학; 이비인후과,안과; 신경과; 소아청소년과/의학유전학; 이비인후과; 정형외과; 치과/구강악안면외과,중,"안과: 안구, ocular | 신경과: 뇌, cereb | 소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 귀 | 정형외과: 골, 골격, skelet | 치과/구강악안면외과: 치아, 치, dental"
905,대뇌건의 콜레스테롤증[밴보게르트-쉐러-엡스타인],Cerebrotendinous cholesterosis [van Bogaert-Scherer-Epstein],E75.5,V117,의료비(급여부분),신경과,이비인후과,신경과; 이비인후과,중,"신경과: 뇌, cereb | 이비인후과: ot"
904,대동맥궁증후군[다카야스],Aortic arch syndrome [Takayasu],M31.4,V135,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학,소아청소년과/의학유전학; 심장내과/소아심장과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 심장내과/소아심장과: 대동맥, aort"
903,대동맥의 우측전위,Dextrotransposition of aorta,Q20.3,V144,의료비(급여부분),심장내과/소아심장과,이비인후과,심장내과/소아심장과; 이비인후과,중,"심장내과/소아심장과: 대동맥, aort | 이비인후과: ot"
902,대동맥의 축착,Coarctation of aorta,Q25.1,V272,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,"심장내과/소아심장과: 대동맥, aort"
901,"대동맥의 축착(관전, 관후)","Coarctation of aorta (preductal, postductal)",Q25.1,V272,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,"심장내과/소아심장과: 대동맥, aort"
900,대동맥의 폐쇄,Atresia of aorta,Q25.2,V272,의료비(급여부분),심장내과/소아심장과,호흡기내과,심장내과/소아심장과; 호흡기내과,중,"심장내과/소아심장과: 대동맥, aort | 호흡기내과: 폐"
899,대동맥의 협착,Stenosis of aorta,Q25.3,V272,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,"심장내과/소아심장과: 대동맥, aort"
898,대동맥중격결손,Aortic septal defect,Q21.4,V269,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학,소아청소년과/의학유전학; 심장내과/소아심장과,중상,"소아청소년과/의학유전학: 결손 | 심장내과/소아심장과: 대동맥, aort"
897,대동맥판 및 승모판의 기타 선천기형,Other congenital malformations of aortic and mitral valves,Q23.8,V147,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학; 이비인후과,소아청소년과/의학유전학; 심장내과/소아심장과; 이비인후과,중,"소아청소년과/의학유전학: congenital | 심장내과/소아심장과: 대동맥, 승모판, aort, valve | 이비인후과: ot"
896,대동맥판 및 승모판의 상세불명의 선천기형,"Congenital malformation of aortic and mitral valves, unspecified",Q23.9,V147,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학,소아청소년과/의학유전학; 심장내과/소아심장과,중상,"소아청소년과/의학유전학: congenital | 심장내과/소아심장과: 대동맥, 승모판, aort, valve"
895,대동맥판의 선천성 기능부전,Congenital insufficiency of aortic valve,Q23.1,V147,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학,소아청소년과/의학유전학; 심장내과/소아심장과,중상,"소아청소년과/의학유전학: 선천성, congenital | 심장내과/소아심장과: 대동맥, aort, valve"
894,대동맥판의 선천협착,Congenital stenosis of aortic valve,Q23.0,V147,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학,소아청소년과/의학유전학; 심장내과/소아심장과,중상,"소아청소년과/의학유전학: congenital | 심장내과/소아심장과: 대동맥, aort, valve"
893,대동맥폐동맥중격결손,Aortopulmonary septal defect,Q21.4,V269,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학; 호흡기내과,소아청소년과/의학유전학; 심장내과/소아심장과; 호흡기내과,중,"소아청소년과/의학유전학: 결손 | 심장내과/소아심장과: 대동맥, 폐동맥, aort | 호흡기내과: 폐, pulmo"
892,대동맥폐동맥창,Aortopulmonary window,Q21.4,V269,의료비(급여부분),심장내과/소아심장과,호흡기내과,심장내과/소아심장과; 호흡기내과,중,"심장내과/소아심장과: 대동맥, 폐동맥, aort | 호흡기내과: 폐, pulmo"
891,대발작 뇌전증지속상태,Grand mal status epilepticus,G41.0,V125,의료비(급여부분),신경과,,신경과,중상,"신경과: 뇌, 발작, epile"
890,대장의 크론병,Crohn’s disease of large intestine,K50.1,V130,의료비(급여부분),소화기내과,,소화기내과,중상,"소화기내과: 대장, intestin"
889,대정맥의 선천성 협착,Congenital stenosis of vena cava,Q26.0,V150,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학,소아청소년과/의학유전학; 심장내과/소아심장과,중상,"소아청소년과/의학유전학: 선천성, congenital | 심장내과/소아심장과: 정맥, ven"
